id,district_id,date,statement_frequency
2155,58,6/8/94,monthly
2156,1,9/11/96,monthly
2157,77,11/8/95,monthly
2158,38,3/29/97,monthly
2159,1,1/1/96,monthly
2160,72,11/10/96,monthly
2162,50,11/21/97,monthly
2163,17,1/5/95,monthly
2164,63,9/12/96,monthly
2165,51,4/8/97,monthly
2166,71,4/12/97,monthly
2167,16,8/8/93,monthly
2169,57,7/9/97,monthly
2172,1,9/2/97,monthly
2173,64,5/2/97,monthly
2174,18,10/24/97,monthly
2175,1,4/27/93,monthly
2176,67,6/6/93,monthly
2177,62,1/4/93,monthly
2178,64,5/15/95,monthly
2180,45,10/27/93,monthly
2182,22,7/12/97,monthly
2183,54,7/17/97,monthly
2184,6,5/7/97,monthly
2185,67,1/18/95,monthly
2186,63,7/7/93,monthly
2189,75,4/22/93,monthly
2191,1,8/8/96,monthly
2192,59,3/22/96,monthly
2193,44,11/3/96,monthly
2194,54,2/25/97,monthly
2195,73,10/8/94,monthly
2196,11,7/24/97,monthly
2197,46,7/26/97,monthly
2199,1,8/4/93,monthly
2200,1,6/26/97,monthly
2201,8,10/5/93,monthly
2203,47,4/4/95,monthly
2204,9,7/20/97,monthly
2205,51,4/13/96,monthly
2206,45,8/10/95,monthly
2207,35,1/25/96,monthly
2208,7,7/2/97,monthly
2209,65,8/15/96,monthly
2210,31,8/13/96,monthly
2212,33,2/12/96,monthly
2213,68,7/11/93,monthly
2214,45,1/27/96,monthly
2215,48,10/17/97,monthly
2216,74,4/17/93,monthly
2217,73,1/27/96,monthly
2218,19,11/21/94,monthly
2219,60,3/11/93,monthly
2220,16,2/10/93,monthly
2221,58,11/15/97,monthly
2222,47,5/1/93,monthly
2223,44,1/5/96,monthly
2225,15,1/24/96,monthly
2226,2,2/17/96,monthly
2228,34,3/19/94,monthly
2229,1,1/27/97,monthly
2230,7,2/11/96,monthly
2231,2,10/14/97,monthly
2232,1,5/7/96,monthly
2233,43,1/3/96,monthly
2234,3,11/21/96,monthly
2235,45,10/22/95,monthly
2236,73,8/27/95,monthly
2237,26,12/13/95,monthly
2239,25,1/5/95,monthly
2240,36,10/7/96,monthly
2241,6,2/8/93,monthly
2243,25,1/24/96,monthly
2244,46,7/19/95,monthly
2245,29,3/30/93,monthly
2246,1,4/25/96,monthly
2247,24,4/13/96,monthly
2250,35,11/2/93,monthly
2252,1,10/5/96,monthly
2253,74,7/24/93,monthly
2254,1,4/17/96,monthly
2255,52,10/14/95,monthly
2256,48,2/6/93,monthly
2257,57,12/21/93,monthly
2258,3,11/12/96,monthly
2259,64,5/14/94,monthly
2260,1,6/7/94,monthly
2262,13,2/8/97,monthly
2263,36,3/12/96,monthly
2264,41,11/22/96,monthly
2265,65,8/3/95,monthly
2266,50,7/19/96,monthly
2268,1,2/11/95,monthly
2269,6,11/4/93,monthly
2270,14,3/8/97,monthly
2271,68,11/13/93,monthly
2272,48,10/8/97,monthly
2274,66,1/21/96,monthly
2275,1,9/16/96,monthly
2276,31,10/22/93,monthly
2278,1,8/3/96,monthly
2280,68,8/17/95,monthly
2281,1,7/13/95,monthly
2285,36,11/21/96,monthly
2286,70,12/6/96,monthly
2287,1,4/21/96,monthly
2288,69,1/1/96,monthly
2289,1,3/7/96,monthly
2290,37,10/22/96,monthly
2291,49,7/27/96,monthly
2292,41,6/29/95,monthly
2293,31,2/13/93,monthly
2294,46,9/29/96,monthly
2295,57,6/25/96,monthly
2296,29,11/5/97,monthly
2297,46,6/18/95,monthly
2298,31,7/3/93,monthly
2299,1,1/21/97,monthly
2300,36,1/13/97,monthly
2301,22,10/10/95,monthly
2302,24,9/10/93,monthly
2303,41,11/24/96,monthly
2304,49,2/19/96,monthly
2305,1,12/11/93,monthly
2306,38,12/8/93,monthly
2307,60,7/12/95,monthly
2309,18,12/3/95,monthly
2310,15,7/19/95,monthly
2311,28,10/19/97,monthly
2312,65,9/26/97,monthly
2314,2,9/7/96,monthly
2315,75,2/13/94,monthly
2316,1,7/21/97,monthly
2317,68,8/28/97,monthly
2318,73,11/8/93,monthly
2319,58,7/2/96,monthly
2321,35,5/13/93,monthly
2322,33,1/2/95,monthly
2323,72,5/8/95,monthly
2324,1,5/24/97,monthly
2325,55,2/26/97,monthly
2326,70,1/24/94,monthly
2327,19,6/8/93,monthly
2328,35,6/14/95,monthly
2329,1,8/7/96,monthly
2330,54,1/19/93,monthly
2331,8,4/29/95,monthly
2332,77,9/24/96,monthly
2333,45,10/8/94,monthly
2334,50,3/19/96,monthly
2335,70,4/4/96,monthly
2336,39,7/8/93,monthly
2337,65,7/7/97,monthly
2338,59,8/8/97,monthly
2339,63,9/22/96,monthly
2340,14,6/22/97,monthly
2341,33,11/25/95,monthly
2342,51,2/11/93,monthly
2343,68,12/9/94,monthly
2344,13,7/2/96,monthly
2345,5,10/25/93,monthly
2346,27,5/8/96,monthly
2347,38,8/30/96,monthly
2348,65,2/5/96,monthly
2349,72,9/11/96,monthly
2350,18,8/4/96,monthly
2351,74,9/8/97,monthly
2352,70,1/21/95,monthly
2353,51,9/21/95,monthly
2354,7,3/17/97,monthly
2355,1,1/3/95,monthly
2357,19,1/4/93,monthly
2358,7,9/13/95,monthly
2359,54,7/14/96,monthly
2360,26,8/27/96,monthly
2361,28,2/25/94,monthly
2362,16,12/30/96,monthly
2363,47,10/7/94,monthly
2364,33,5/3/95,monthly
2365,42,11/4/94,monthly
2366,68,5/20/97,monthly
2367,28,3/4/95,monthly
2369,49,7/19/97,monthly
2370,51,10/1/97,monthly
2372,1,6/15/97,monthly
2373,14,9/29/96,monthly
2374,1,12/7/95,monthly
2375,29,5/16/94,monthly
2376,71,12/14/96,monthly
2377,77,11/13/94,monthly
2378,16,1/1/93,monthly
2379,44,1/10/93,monthly
2380,46,2/27/97,monthly
2381,1,2/13/97,monthly
2382,59,3/8/94,monthly
2383,68,8/5/96,monthly
2384,40,12/23/94,monthly
2385,60,11/15/96,monthly
2386,12,12/17/96,monthly
2387,70,6/22/96,monthly
2388,30,6/9/93,monthly
2389,40,6/2/96,monthly
2390,1,2/12/96,monthly
2391,2,11/7/97,monthly
2392,1,5/18/97,monthly
2393,10,1/7/93,monthly
2394,62,8/23/97,monthly
2395,3,6/24/96,monthly
2396,2,2/22/93,monthly
2397,70,6/14/96,monthly
2398,70,11/25/96,monthly
2399,1,4/26/94,monthly
2400,40,6/15/96,monthly
2401,16,8/26/94,monthly
2402,18,11/6/97,monthly
2403,25,2/20/96,monthly
2404,8,6/5/97,monthly
2405,64,2/27/97,monthly
2406,5,3/22/96,monthly
2407,1,7/21/96,monthly
2408,26,12/27/96,monthly
2409,76,2/13/96,monthly
2410,54,5/11/93,monthly
2411,69,6/27/93,monthly
2413,33,10/27/97,monthly
2414,1,1/19/95,monthly
2415,16,2/27/97,monthly
2416,5,1/23/96,monthly
2417,44,8/20/93,monthly
2418,64,10/29/96,monthly
2419,24,11/27/93,monthly
2420,35,6/25/96,monthly
2421,18,1/11/95,monthly
2422,27,8/29/97,monthly
2423,30,2/14/93,monthly
2424,1,10/13/95,monthly
2425,41,1/23/93,monthly
2428,72,9/8/93,monthly
2429,61,2/6/93,monthly
2430,3,10/9/94,monthly
2431,74,2/23/95,monthly
2432,8,4/18/96,monthly
2433,71,2/19/93,monthly
2434,17,2/2/93,monthly
2435,38,11/1/93,monthly
2436,67,5/25/93,monthly
2437,1,12/4/95,monthly
2438,71,11/16/97,monthly
2439,74,8/13/96,monthly
2440,19,12/18/97,monthly
2441,47,12/22/96,monthly
2442,14,8/21/97,monthly
2443,46,6/25/97,monthly
2444,76,9/7/97,monthly
2445,52,7/7/96,monthly
2446,3,1/16/95,monthly
2447,38,7/14/97,monthly
2448,23,5/11/97,monthly
2449,23,8/5/97,monthly
2450,48,4/10/96,monthly
2451,54,4/29/97,monthly
2452,1,7/14/97,monthly
2453,1,3/8/93,monthly
2454,8,5/7/94,monthly
2455,30,2/6/97,monthly
2456,65,9/9/95,monthly
2457,76,11/11/93,monthly
2459,55,9/10/97,monthly
2460,1,11/22/93,monthly
2461,1,9/28/97,monthly
2463,56,10/11/94,monthly
2465,57,10/6/96,monthly
2466,39,4/11/97,monthly
2467,33,5/29/93,monthly
2468,4,7/13/96,monthly
2469,11,2/5/96,monthly
2470,16,7/23/94,monthly
2471,6,7/3/94,monthly
2472,60,2/8/94,monthly
2473,14,2/16/96,monthly
2474,33,4/20/96,monthly
2475,17,10/13/96,monthly
2476,32,12/12/93,monthly
2477,11,2/11/97,monthly
2479,18,10/9/93,monthly
2480,35,9/7/97,monthly
2481,1,10/28/95,monthly
2482,1,2/23/94,monthly
2483,1,9/29/96,monthly
2484,74,1/3/93,monthly
2485,41,8/18/97,monthly
2486,1,2/27/93,monthly
2487,42,10/22/95,monthly
2488,5,4/6/93,monthly
2489,72,3/9/93,monthly
2490,22,2/21/95,monthly
2491,76,3/1/96,monthly
2492,73,9/1/97,monthly
2493,62,3/29/93,monthly
2494,74,4/23/94,monthly
2495,70,3/19/97,monthly
2496,51,5/21/94,monthly
2497,65,3/16/93,monthly
2498,40,3/1/96,monthly
2499,2,2/8/96,monthly
2500,61,10/26/95,monthly
2501,30,2/26/94,monthly
2502,32,10/21/96,monthly
2503,1,3/5/93,monthly
2504,16,12/9/93,monthly
2505,60,5/16/96,monthly
2507,62,12/28/96,monthly
2508,34,3/14/93,monthly
2509,43,6/13/97,monthly
2510,61,8/28/93,monthly
2511,40,5/1/94,monthly
2513,70,7/22/93,monthly
2514,16,8/13/95,monthly
2515,64,10/24/95,monthly
2516,6,11/16/95,monthly
2519,4,1/15/93,monthly
2520,18,7/25/95,monthly
2521,63,5/19/95,monthly
2522,36,1/21/96,monthly
2523,10,5/11/93,monthly
2524,1,12/19/94,monthly
2525,45,5/8/95,monthly
2526,16,7/4/96,monthly
2527,38,3/19/93,monthly
2528,65,3/25/93,monthly
2530,74,7/2/96,monthly
2531,51,12/21/96,monthly
2532,38,12/24/96,monthly
2533,49,6/27/95,monthly
2534,61,6/3/93,monthly
2535,61,1/21/97,monthly
2536,41,10/28/94,monthly
2537,27,2/9/97,monthly
2538,42,1/30/94,monthly
2539,24,4/24/97,monthly
2540,54,4/1/95,monthly
2541,57,11/8/94,monthly
2542,21,8/7/93,monthly
2543,68,2/13/93,monthly
2544,38,12/4/96,monthly
2545,1,12/4/96,monthly
2546,1,12/8/94,monthly
2547,74,4/28/95,monthly
2548,57,1/6/96,monthly
2549,74,11/12/93,monthly
2550,67,11/11/95,monthly
2551,5,2/8/96,monthly
2552,52,7/1/93,monthly
2553,41,7/24/95,monthly
2554,36,6/18/93,monthly
2555,53,3/10/93,monthly
2556,46,10/19/97,monthly
2557,40,11/17/93,monthly
2558,46,8/4/97,monthly
2559,32,6/1/95,monthly
2560,15,6/20/97,monthly
2561,59,9/29/96,monthly
2562,35,8/15/95,monthly
2563,48,1/17/95,monthly
2564,36,6/3/97,monthly
2565,74,10/4/95,monthly
2566,48,1/27/93,monthly
2567,17,1/7/96,monthly
2568,17,3/2/94,monthly
2569,2,6/10/94,monthly
2570,1,12/19/95,monthly
2571,61,1/15/97,monthly
2573,4,7/16/96,monthly
2574,68,2/2/93,monthly
2575,72,4/13/97,monthly
2576,1,9/2/93,monthly
2577,7,7/30/95,monthly
2578,54,3/25/96,monthly
2579,24,10/18/97,monthly
2580,60,11/9/95,monthly
2581,72,3/11/93,monthly
2582,28,11/1/93,monthly
2583,62,5/11/93,monthly
2584,50,7/8/93,monthly
2585,75,2/10/93,monthly
2586,57,4/16/97,monthly
2587,1,7/25/97,monthly
2588,5,12/4/93,monthly
2589,10,12/4/96,monthly
2590,47,12/4/96,monthly
2591,1,5/6/96,monthly
2592,69,9/1/93,monthly
2593,5,7/6/96,monthly
2595,1,8/17/97,monthly
2596,1,9/2/94,monthly
2597,31,3/16/97,monthly
2598,1,3/14/96,monthly
2599,48,4/20/93,monthly
2600,1,2/13/96,monthly
2601,70,11/24/96,monthly
2602,46,6/17/96,monthly
2603,9,6/14/96,monthly
2604,68,7/4/96,monthly
2605,21,1/10/96,monthly
2606,1,7/27/94,monthly
2607,1,8/19/97,monthly
2608,19,8/9/95,monthly
2609,73,5/3/93,monthly
2610,54,12/20/96,monthly
2611,1,3/6/96,monthly
2612,1,4/29/97,monthly
2613,26,10/3/93,monthly
2614,44,9/11/96,monthly
2615,68,7/17/94,monthly
2616,1,8/17/93,monthly
2617,1,9/24/93,monthly
2618,60,3/21/93,monthly
2619,20,5/13/96,monthly
2620,22,8/3/93,monthly
2621,55,10/29/95,monthly
2622,1,8/21/96,monthly
2623,58,10/9/93,monthly
2624,31,3/28/96,monthly
2627,76,10/2/94,monthly
2629,66,9/10/96,monthly
2630,64,12/21/95,monthly
2631,1,3/29/96,monthly
2632,24,1/2/93,monthly
2633,25,3/14/96,monthly
2634,45,10/8/97,monthly
2635,27,2/4/96,monthly
2636,18,11/26/96,monthly
2637,70,1/1/97,monthly
2638,5,6/2/94,monthly
2639,17,4/26/93,monthly
2640,1,9/21/96,monthly
2641,7,5/2/93,monthly
2642,68,6/5/95,monthly
2644,1,8/8/97,monthly
2645,54,5/22/93,monthly
2646,6,7/24/97,monthly
2647,73,2/8/93,monthly
2648,51,4/13/93,monthly
2649,2,9/8/93,monthly
2650,72,3/26/96,monthly
2651,2,3/21/93,monthly
2652,1,7/22/96,monthly
2653,66,1/8/97,monthly
2654,56,7/21/94,monthly
2655,1,9/7/96,monthly
2656,1,2/18/97,monthly
2657,55,10/7/96,monthly
2658,27,11/14/97,monthly
2659,14,3/30/96,monthly
2661,1,2/25/97,monthly
2662,71,5/24/94,monthly
2663,64,1/25/95,monthly
2664,58,1/20/94,monthly
2665,61,11/13/93,monthly
2666,49,3/8/93,monthly
2667,23,10/23/93,monthly
2668,21,5/20/97,monthly
2670,13,1/27/93,monthly
2671,1,9/15/93,monthly
2672,59,3/14/97,monthly
2673,34,1/4/94,monthly
2674,50,10/10/95,monthly
2675,1,2/19/94,monthly
2676,73,1/22/93,monthly
2677,5,8/28/96,monthly
2678,1,7/15/97,monthly
2679,67,7/24/97,monthly
2680,46,3/3/95,monthly
2681,28,1/19/95,monthly
2684,7,9/10/97,monthly
2685,67,11/1/96,monthly
2686,26,1/11/96,monthly
2687,76,7/1/93,monthly
2688,72,2/20/95,monthly
2689,70,1/1/97,monthly
2690,66,3/19/97,monthly
2691,69,9/8/93,monthly
2692,28,12/8/95,monthly
2693,17,11/17/97,monthly
2694,7,3/8/93,monthly
2695,16,9/16/93,monthly
2696,1,1/19/97,monthly
2697,8,6/26/93,monthly
2698,49,5/21/97,monthly
2699,73,12/25/96,monthly
2700,74,11/8/93,monthly
2701,71,7/27/93,monthly
2702,74,2/1/96,monthly
2703,61,10/28/97,monthly
2706,47,6/23/96,monthly
2707,61,11/27/94,monthly
2708,1,3/25/96,monthly
2709,2,10/18/96,monthly
2710,12,6/12/96,monthly
2711,58,5/19/93,monthly
2712,9,3/12/93,monthly
2713,26,4/3/94,monthly
2714,1,1/30/93,monthly
2715,42,10/6/97,monthly
2716,66,1/8/96,monthly
2717,74,7/25/96,monthly
2718,29,2/5/95,monthly
2719,10,2/8/96,monthly
2721,74,11/14/97,monthly
2722,69,7/24/97,monthly
2723,75,3/12/95,monthly
2724,11,8/9/96,monthly
2725,52,4/2/97,monthly
2726,18,4/20/95,monthly
2727,1,10/25/95,monthly
2729,40,1/16/95,monthly
2730,23,5/2/96,monthly
2731,1,9/26/95,monthly
2732,5,7/27/93,monthly
2733,76,12/22/93,monthly
2734,53,12/16/96,monthly
2736,72,7/2/93,monthly
2737,69,7/6/96,monthly
2738,41,11/12/93,monthly
2739,59,11/29/93,monthly
2740,14,5/8/94,monthly
2741,15,6/7/93,monthly
2742,23,10/15/94,monthly
2743,51,5/22/97,monthly
2745,60,9/28/97,monthly
2746,24,8/23/96,monthly
2747,1,8/14/94,monthly
2749,1,5/23/94,monthly
2750,13,4/13/95,monthly
2751,31,4/28/95,monthly
2752,74,5/15/96,monthly
2753,26,2/13/96,monthly
2755,20,1/26/95,monthly
2756,24,10/21/97,monthly
2757,54,5/14/96,monthly
2758,70,5/19/93,monthly
2759,46,10/23/96,monthly
2760,10,3/14/97,monthly
2761,1,12/26/96,monthly
2762,19,3/20/93,monthly
2763,64,2/11/93,monthly
2764,53,8/15/96,monthly
2765,69,9/20/97,monthly
2766,31,2/20/97,monthly
2767,54,3/23/96,monthly
2768,73,12/20/93,monthly
2770,42,12/25/93,monthly
2771,37,8/18/93,monthly
2772,11,2/24/96,monthly
2773,38,6/23/96,monthly
2774,42,2/5/96,monthly
2775,30,12/8/97,monthly
2776,23,8/10/97,monthly
2777,62,12/25/96,monthly
2778,38,12/30/93,monthly
2779,73,6/15/93,monthly
2780,63,12/29/95,monthly
2781,16,6/20/95,monthly
2782,1,2/27/97,monthly
2783,43,11/23/95,monthly
2784,40,10/30/97,monthly
2787,1,12/7/97,monthly
2788,54,10/12/94,monthly
2789,14,1/1/94,monthly
2790,1,10/18/94,monthly
2791,25,12/19/97,monthly
2792,1,8/26/96,monthly
2793,47,10/9/93,monthly
2794,74,8/8/96,monthly
2795,11,8/20/96,monthly
2797,74,2/26/97,monthly
2798,70,8/24/94,monthly
2800,41,5/8/97,monthly
2801,11,9/23/96,monthly
2802,1,9/16/93,monthly
2803,58,12/1/95,monthly
2804,53,2/22/96,monthly
2805,39,5/20/96,monthly
2806,53,6/26/97,monthly
2807,42,10/4/96,monthly
2808,1,12/18/94,monthly
2809,73,12/8/94,monthly
2810,66,3/16/95,monthly
2811,4,1/2/96,monthly
2812,18,7/5/96,monthly
2813,24,12/15/93,monthly
2814,72,4/25/93,monthly
2816,74,5/4/97,monthly
2817,56,4/7/93,monthly
2818,40,7/21/93,monthly
2819,35,7/16/94,monthly
2820,36,12/11/97,monthly
2821,54,7/12/96,monthly
2823,57,4/18/93,monthly
2824,11,10/20/93,monthly
2825,54,7/10/96,monthly
2826,35,11/20/96,monthly
2827,70,12/18/96,monthly
2829,66,8/18/97,monthly
2830,20,8/4/95,monthly
2831,1,11/10/97,monthly
2832,12,11/22/97,monthly
2833,64,8/30/95,monthly
2834,70,10/14/95,monthly
2835,73,10/3/95,monthly
2836,42,11/18/95,monthly
2837,46,6/2/96,monthly
2839,70,4/4/95,monthly
2840,15,10/9/94,monthly
2841,71,7/27/93,monthly
2842,14,12/29/93,monthly
2843,30,3/29/97,monthly
2844,43,1/19/96,monthly
2845,62,8/21/97,monthly
2846,1,9/27/97,monthly
2847,75,5/8/94,monthly
2849,1,9/16/93,monthly
2850,57,11/22/97,monthly
2851,17,12/2/95,monthly
2852,70,12/29/96,monthly
2853,54,9/8/95,monthly
2854,1,1/18/97,monthly
2855,27,8/21/95,monthly
2856,25,3/18/95,monthly
2857,19,4/28/97,monthly
2858,56,8/22/95,monthly
2859,11,10/23/93,monthly
2861,38,2/10/93,monthly
2862,33,6/7/93,monthly
2863,14,1/21/96,monthly
2864,54,3/16/96,monthly
2865,1,3/3/95,monthly
2866,43,9/13/95,monthly
2867,30,11/4/93,monthly
2868,1,6/15/94,monthly
2869,68,9/27/96,monthly
2870,1,6/18/96,monthly
2871,52,10/30/95,monthly
2872,1,9/4/96,monthly
2873,70,12/13/96,monthly
2874,32,4/2/97,monthly
2875,19,12/24/96,monthly
2876,52,4/22/93,monthly
2877,37,6/4/95,monthly
2878,1,6/14/97,monthly
2879,15,10/14/97,monthly
2880,71,6/16/93,monthly
2881,70,1/4/93,monthly
2882,44,7/20/96,monthly
2883,77,6/29/97,monthly
2884,1,2/8/93,monthly
2885,1,9/4/96,monthly
2886,1,4/8/94,monthly
2887,76,7/13/96,monthly
2888,19,5/23/96,monthly
2889,8,3/23/96,monthly
2890,69,2/7/96,monthly
2891,42,5/28/97,monthly
2892,64,12/16/97,monthly
2893,39,2/8/96,monthly
2894,17,8/28/93,monthly
2895,19,3/9/93,monthly
2896,29,3/30/93,monthly
2897,51,10/11/97,monthly
2898,54,11/23/96,monthly
2899,40,4/3/97,monthly
2900,20,5/14/97,monthly
2901,1,4/9/97,monthly
2902,32,1/28/93,monthly
2903,38,5/19/94,monthly
2904,13,3/20/96,monthly
2905,74,10/3/94,monthly
2906,49,9/20/96,monthly
2907,70,9/9/93,monthly
2908,61,3/16/97,monthly
2909,58,4/4/96,monthly
2910,68,10/21/97,monthly
2911,33,2/25/95,monthly
2912,74,7/30/94,monthly
2913,8,12/28/93,monthly
2914,4,9/8/96,monthly
2915,57,7/23/93,monthly
2916,6,12/3/96,monthly
2917,68,8/8/96,monthly
2919,77,5/10/95,monthly
2920,73,11/13/97,monthly
2921,54,9/21/96,monthly
2922,16,6/6/94,monthly
2923,43,1/10/95,monthly
2924,56,10/16/94,monthly
2925,1,1/10/93,monthly
2926,50,1/14/93,monthly
2927,37,8/4/97,monthly
2928,55,12/14/93,monthly
2929,51,4/6/96,monthly
2930,1,8/24/96,monthly
2931,36,5/4/95,monthly
2932,72,5/4/93,monthly
2933,10,6/18/93,monthly
2934,1,10/8/96,monthly
2935,68,5/15/95,monthly
2936,3,3/27/96,monthly
2937,1,2/25/97,monthly
2938,1,8/4/93,monthly
2939,5,6/28/97,monthly
2940,54,6/24/93,monthly
2942,44,9/24/97,monthly
2944,22,1/11/96,monthly
2945,6,7/11/96,monthly
2946,54,5/7/96,monthly
2947,57,8/9/96,monthly
2949,1,10/21/94,monthly
2950,62,6/28/96,monthly
2951,44,9/6/93,monthly
2952,65,4/28/97,monthly
2953,1,9/2/96,monthly
2954,1,4/8/97,monthly
2955,67,9/27/96,monthly
2956,15,6/10/97,monthly
2957,25,7/28/95,monthly
2958,48,9/19/93,monthly
2959,8,2/25/94,monthly
2960,19,9/20/94,monthly
2961,9,7/12/96,monthly
2962,1,5/30/93,monthly
2963,31,12/9/96,monthly
2964,72,1/9/97,monthly
2965,6,10/10/95,monthly
2966,33,3/27/97,monthly
2967,38,11/13/96,monthly
2968,15,2/5/95,monthly
2969,29,5/26/95,monthly
2970,60,1/22/93,monthly
2972,12,11/23/93,monthly
2973,23,8/15/96,monthly
2974,9,3/13/93,monthly
2976,13,8/19/96,monthly
2977,28,6/20/96,monthly
2978,74,1/6/95,monthly
2979,10,11/22/97,monthly
2980,66,12/9/93,monthly
2981,46,1/11/97,monthly
2982,19,6/4/96,monthly
2983,42,7/25/96,monthly
2985,71,4/6/93,monthly
2986,63,4/9/96,monthly
2987,18,9/16/93,monthly
2989,4,11/28/93,monthly
2990,30,9/16/96,monthly
2991,19,5/22/93,monthly
2992,43,7/11/97,monthly
2994,77,5/3/96,monthly
2995,51,12/14/96,monthly
2996,54,5/17/94,monthly
2997,40,9/9/97,monthly
2998,21,11/9/97,monthly
2999,66,10/8/96,monthly
3000,28,7/14/93,monthly
3001,1,3/24/93,monthly
3003,18,11/27/93,monthly
3004,11,8/22/96,monthly
3006,64,1/1/95,monthly
3007,16,2/2/93,monthly
3008,72,2/27/93,monthly
3009,1,1/26/96,monthly
3010,46,9/13/95,monthly
3011,64,9/1/93,monthly
3012,49,4/18/97,monthly
3013,73,12/9/97,monthly
3015,19,6/15/96,monthly
3016,26,2/23/96,monthly
3017,75,8/12/94,monthly
3018,34,12/3/96,monthly
3019,33,4/21/96,monthly
3020,3,8/9/96,monthly
3021,10,4/20/96,monthly
3022,64,10/30/96,monthly
3023,35,10/14/97,monthly
3024,1,12/18/96,monthly
3025,25,12/27/97,monthly
3026,24,2/18/93,monthly
3027,62,4/29/96,monthly
3028,27,9/15/93,monthly
3029,42,12/24/96,monthly
3030,65,6/22/94,monthly
3031,51,3/10/97,monthly
3032,5,6/7/93,monthly
3033,69,12/10/97,monthly
3036,10,4/10/94,monthly
3037,44,5/26/94,monthly
3038,10,4/28/96,monthly
3039,1,12/10/93,monthly
3040,17,8/3/96,monthly
3041,70,4/4/96,monthly
3042,10,9/16/93,monthly
3043,1,12/29/96,monthly
3044,72,9/14/96,monthly
3045,1,6/8/95,monthly
3046,74,8/11/97,monthly
3047,16,2/17/93,monthly
3049,61,9/8/94,monthly
3050,60,5/8/93,monthly
3051,9,1/1/96,monthly
3052,44,4/26/97,monthly
3053,11,8/23/93,monthly
3055,15,5/26/96,monthly
3056,55,12/22/93,monthly
3057,9,7/23/97,monthly
3058,44,10/23/94,monthly
3059,1,2/15/97,monthly
3060,73,6/9/97,monthly
3061,76,11/8/95,monthly
3062,17,8/15/97,monthly
3063,72,5/26/93,monthly
3064,40,5/23/93,monthly
3066,74,8/12/96,monthly
3067,46,1/30/97,monthly
3068,59,4/25/93,monthly
3069,66,3/20/93,monthly
3070,56,8/21/97,monthly
3071,41,10/3/96,monthly
3072,8,6/5/93,monthly
3075,71,6/25/97,monthly
3076,54,3/27/93,monthly
3077,64,4/16/97,monthly
3078,1,7/16/93,monthly
3079,18,2/26/96,monthly
3080,57,10/29/95,monthly
3082,33,11/16/97,monthly
3083,66,3/18/97,monthly
3085,66,7/3/97,monthly
3086,1,11/2/93,monthly
3087,15,12/4/93,monthly
3088,18,3/8/96,monthly
3090,1,12/10/96,monthly
3091,3,11/11/93,monthly
3092,46,12/20/95,monthly
3093,16,11/21/96,monthly
3094,56,12/20/93,monthly
3096,68,6/29/93,monthly
3097,66,8/14/97,monthly
3098,1,9/16/96,monthly
3099,70,5/20/93,monthly
3100,65,6/22/97,monthly
3101,1,2/27/94,monthly
3102,33,11/23/97,monthly
3104,1,4/29/97,monthly
3105,37,11/21/97,monthly
3107,5,11/20/93,monthly
3108,53,3/14/93,monthly
3109,18,4/8/95,monthly
3110,48,1/12/97,monthly
3111,60,11/8/95,monthly
3112,38,8/12/94,monthly
3113,67,8/16/93,monthly
3114,1,6/15/96,monthly
3115,14,3/27/96,monthly
3116,54,4/5/96,monthly
3117,33,2/24/93,monthly
3118,48,3/10/96,monthly
3119,33,5/2/97,monthly
3120,1,6/20/96,monthly
3121,46,3/8/96,monthly
3122,74,5/12/97,monthly
3124,6,6/13/95,monthly
3125,37,12/16/96,monthly
3126,17,9/3/96,monthly
3127,66,8/8/93,monthly
3128,1,1/6/95,monthly
3129,5,12/5/93,monthly
3130,13,3/20/96,monthly
3131,21,10/23/95,monthly
3132,56,10/8/95,monthly
3133,66,6/14/93,monthly
3134,48,4/29/94,monthly
3135,72,12/27/93,monthly
3136,69,8/7/93,monthly
3137,39,12/15/96,monthly
3138,37,3/24/96,monthly
3139,12,8/30/95,monthly
3140,3,5/13/97,monthly
3142,2,9/14/94,monthly
3143,38,10/18/96,monthly
3144,67,3/9/96,monthly
3145,4,12/3/93,monthly
3146,68,10/26/93,monthly
3147,54,4/5/95,monthly
3148,33,11/19/95,monthly
3149,57,6/27/96,monthly
3151,6,2/21/96,monthly
3152,1,7/16/93,monthly
3153,2,7/5/96,monthly
3154,1,7/2/97,monthly
3155,28,8/29/96,monthly
3157,77,9/10/93,monthly
3158,71,10/3/96,monthly
3160,22,6/19/94,monthly
3161,48,8/26/96,monthly
3163,41,5/24/97,monthly
3164,33,12/24/93,monthly
3166,71,8/10/93,monthly
3167,18,8/8/94,monthly
3168,39,2/20/93,monthly
3169,19,12/19/97,monthly
3170,1,1/12/96,monthly
3171,61,9/28/93,monthly
3172,77,5/27/97,monthly
3173,39,5/15/93,monthly
3174,65,12/10/97,monthly
3175,50,10/8/96,monthly
3176,26,3/26/97,monthly
3177,74,11/12/96,monthly
3178,4,4/27/96,monthly
3179,71,9/20/96,monthly
3180,1,6/18/96,monthly
3181,42,5/16/93,monthly
3182,6,12/20/96,monthly
3183,45,4/1/94,monthly
3184,1,2/18/94,monthly
3185,45,7/29/97,monthly
3186,10,5/28/95,monthly
3187,59,12/20/97,monthly
3188,24,2/20/97,monthly
3189,29,11/29/95,monthly
3190,1,12/30/96,monthly
3191,72,9/17/96,monthly
3192,18,7/28/96,monthly
